"paperid"|"authorid"|"name"|"affiliation"
"1701881"|"4203"|"Alan D Irvine"|"Department of Pediatric Dermatology, Our Lady's Children's Hospital,Department of Clinical Medicine, Trinity College Dublin"
"1701881"|"4203"|"Alan D. Irvine"|""
"1701970"|"1476"|"Sweder van Wijnbergen"|""
"1702096"|"2276"|"S. S. Hecht"|""
"1702115"|"2300"|"N. T. Basta"|""
"1702386"|"1246"|"Daniel Dennett"|""
"1702704"|"55"|"Pereira J."|""
"1702869"|"5380"|"D. L. Ringach"|""
"1703404"|"7703"|"Michael F. Doherty"|""
"1704151"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1704496"|"2402"|"Peter J. Olver"|""
"1704638"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1704691"|"7066"|"Antonio Gomes Correia"|"Universidade do Minho"
"1704978"|"1539"|"Tryphon T. Georgiou"|""
"1705023"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1705033"|"4358"|"Erik B. Sudderth"|""
"1705140"|"4402"|"R. C. GARDNER"|"University of Western Ontario"
"1705250"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1705250"|"55"|"J. Pereira"|""
"1705358"|"5264"|"E Martínez"|""
"1705675"|"2528"|"J. C. Mazziotta"|""
"1707290"|"4071"|"David C. Bloom"|""
"1707309"|"826"|"E. Buratti"|""
"1707309"|"826"|"Emanuele Buratti"|""
"1707316"|"8270"|"B. Golden"|"Regional General Hospital Dooradoyle Limerick"
"1708209"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"1708819"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1708905"|"1139"|"J. A. De Lima"|""
"1709346"|"1246"|"D. C. Dennett"|""
"1709539"|"6747"|"Arnon Rosenthal"|""
"1709669"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1709794"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1709879"|"3897"|"R. P. Agarwal"|""
"1710032"|"3516"|"A. Artale"|""
"1710221"|"4649"|"Guus Duchateau"|""
"1710648"|"4358"|"Erik B. Sudderth"|""
"1710747"|"4614"|"Ivan B. Djordjevic"|""
"1711214"|"3305"|"Paolo Bresciani"|"ITC-irst, Via Sommarive 18, I-38050 Trento-Povo, Italy"
"1711335"|"2528"|"John C. Mazziotta"|""
"1711531"|"5659"|"Yoichi Sato"|""
"1711646"|"5264"|"E Martinez"|"Department of Medicine (E.M., R.R.), Emory University School of Medicine, Atlanta, Georgia, USA"
"1711818"|"1312"|"Sing Bing Kang"|""
"1713045"|"1806"|"Charles D. Norton"|"Jet Propulsion Laboratory|California Institute of Technology"
"1713124"|"5264"|"E. Martínez"|""
"1713415"|"1832"|"D. M. Chiu"|"Department of Information Engineering|Chinese University of Hong Kong"
"1713736"|"4274"|"Nick Goldman"|"EMBL-EBI, Wellcome Trust Genome Campus"
"1713743"|"3649"|"Harith Alani"|"University of Southampton Department of Electronics and Computer Science UK"
"1713758"|"7530"|"José A. Senso"|""
"1713864"|"2276"|"Stephen S. Hecht"|"University of Minnesota Cancer Center, Minneapolis, MN 55455, United States"
"1713884"|"2139"|"Girish Varma"|"Tata Institute of Fundamental Research"
"1714287"|"5264"|"E. Martinez"|""
"1714445"|"3105"|"Andrzej Komosa"|""
"1714745"|"8434"|"Erin M. Myers"|""
"1715768"|"426"|"Michael Thomas"|""
"1715768"|"426"|"Michael Thomas"|"California Institute of Technology"
"1715869"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"1715897"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1716730"|"8342"|"Lorenzo Cantoni"|"Education Lab"
"1716730"|"8342"|"Lorenzo Cantoni"|"Università della Svizzera Italiana"
"1716918"|"2528"|"J. C. Mazziotta"|""
"1717140"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"1717563"|"339"|"Jae-hoon Kim"|"Korea Advanced Institute of Science and Technology Department of Electrical Engineering Computer Science 305-701 Taejon Korea"
"1717711"|"3897"|"Ravi P Agarwal"|"Florida Institute of Technology, Florida, USA"
"1717868"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1718020"|"1246"|"D. C. Dennett"|""
"1718148"|"767"|"Steven Salzberg"|""
"1720396"|"1656"|"D. Thers"|""
"1721245"|"8495"|"David Carrera"|""
"1721245"|"8495"|"David Carrera"|"Universitat Politècnica de Catalunya"
"1721357"|"3875"|"Iakes Ezkurdia"|"Structural Biology and Biocomputing Programme, Spanish National Cancer Research Centre - (CNIO), Madrid, Spain"
"1722126"|"6827"|"William A. Masters"|""
"1722346"|"4402"|"R GARDNER"|""
"1723080"|"1906"|"Martin Korte"|""
"1723431"|"7915"|"D. Walther"|""
"1723627"|"7393"|"Roger J B Wets"|""
"1723802"|"4678"|"Rolf Inge Godøy"|""
"1724210"|"3545"|"Kenneth W. Ng"|"University of California Computer Science Department Los Angeles CA 90095-1596"
"1724278"|"6930"|"Kendrick Baker"|""
"1724298"|"406"|"Jens-rainer Ohm"|""
"1724487"|"1312"|"Sing Bing Kang"|""
"1724518"|"7242"|"Olawande J. Daramola"|"Department of Computer and Information Sciences, Covenant University, Ota, Nigeria"
"1724988"|"6768"|"George Nagy"|"Rensselaer Polytechnic Institute"
"1725471"|"6683"|"Ketan Mulmuley"|"University of California Comp. Sci. Dept. 94720 Berkeley CA USA 94720 Berkeley CA USA"
"1726322"|"2276"|"Stephen S. Hecht"|""
"1726669"|"1302"|"Deborah Hix"|"Department of Computer Science | Virginia Tech"
"1726805"|"5659"|"Yoichi Sato"|""
"1726873"|"7630"|"T. Alber"|""
"1727901"|"2948"|"Janet Carter"|"Cambridge U."
"1728367"|"7703"|"M. F. Doherty"|""
"1728371"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences Melbourne FL 32901 USA"
"1728600"|"1328"|"Marc Najork"|""
"1728786"|"724"|"Clarisse Dhaenens"|""
"1728999"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1729204"|"6747"|"Arnon Rosenthal"|""
"1729468"|"1312"|"Sing Bing Kang"|""
"1730012"|"745"|"A SOLDATOV"|""
"1730181"|"2453"|"Helene Rey"|"NATIONAL BUREAU OF ECONOMIC RESEARCH"
"1730605"|"6827"|"William A. Masters"|""
"1731000"|"1246"|"Daniel C. Dennett"|""
"1731098"|"7915"|"D. Walther"|"Universität München, D-80333 München, FRG"
"1731102"|"2948"|"Janet Carter"|"Cambridge U."
"1732352"|"8044"|"Daniel Bar-Tal"|""
"1732439"|"7703"|"Michael F. Doherty"|""
"1732570"|"7482"|"Beatriz H. Juarez"|"Universidad Autónoma de Madrid"
"1732720"|"5659"|"Yoichi Sato"|""
"1732804"|"1963"|"W. A. Sabra"|""
"1732946"|"5264"|"E. Martinez"|""
"1734253"|"5264"|"E. Martinez"|""
"1734280"|"8101"|"Kenneth Sauer"|"University of California Department of Chemistry 94720 Berkeley CA USA"
"1734749"|"8316"|"J Berg"|""
"1734881"|"2528"|"J. C. Mazziotta"|""
"1735440"|"6554"|"M. Tomsic"|"Hyper Tech Research, Inc., 110 E, Canal Street, Troy, Ohio 45373, USA"
"1735589"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences 150 West University Blvd. Melbourne FL 32901"
"1735800"|"724"|"Clarisse Dhaenens-flipo"|""
"1736237"|"7915"|"D. Walther"|""
"1736542"|"4402"|"Robert Gardner"|""
"1736684"|"8044"|"Daniel Bar-Tal"|"School of Education, Tel-Aviv University"
"1736706"|"426"|"Michael Thomas"|"Mathematical Department, University of Siegen, Siegen, Germany"
"1736729"|"3339"|"V. E. Stefanov"|""
"1736903"|"6827"|"William A. Masters"|""
"1737019"|"3874"|"Thomas Schneider"|"Horst Görtz Institute for IT-Security, Ruhr-University Bochum, Germany"
"1737019"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1737538"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1737694"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences 150 West University Blvd. Melbourne FL 32901"
"1738077"|"4632"|"Romeo Ortega"|""
"1738331"|"8044"|"Daniel Bar-Tal"|""
"1738381"|"2300"|"N. T. Basta"|""
"1738547"|"5380"|"Dario L. Ringach"|"Center for Neural Science, New York University, New York, NY 10003, U.S.A."
"1738852"|"426"|"Michael Thomas"|"California Institute of Technology"
"1739193"|"745"|"A. V. Soldatov"|""
"1739226"|"5505"|"Roberto Coccioli"|"Electrical Engineering Department"
"1739240"|"933"|"Winoah A Henry"|"The Johns Hopkins University"
"1739240"|"933"|"Winoah A. Henry"|"Division of Gastroenterology and Hepatology, Department of Medicine, The Johns Hopkins Hospital, Baltimore, Maryland, USA"
"1740011"|"8316"|"J Berg"|""
"1740496"|"2763"|"T. P. Schultz"|""
"1740617"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1742798"|"1246"|"D. C. Dennett"|""
"1743492"|"8888"|"Jordi Forné"|""
"1743512"|"339"|"Jae-Hoon Kim"|""
"1743855"|"1246"|"Daniel C. Dennett"|"Center for Cognitive Studies|Tufts University"
"1743931"|"426"|"Michael Thomas"|"California Institute of Technology"
"1743931"|"426"|"Michael Thomas"|""
"1743955"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1744148"|"4402"|"R. C. Gardner"|"U Western Ontario, London, ON, Canada"
"1744174"|"4071"|"David C Bloom"|""
"1744272"|"2528"|"J. MAZZIOTTA"|""
"1745356"|"409"|"Olivier Bertrand"|"Toulouse School of Economics"
"1745904"|"1476"|"S. J. G. van Wijnbergen"|""
"1747130"|"4649"|"G. Duchateau"|"Unilever Health Institute, Unilever Research & Development Vlaardingen Vlaardingen The Netherlands"
"1747262"|"8495"|"David Carrera"|"Universitat Politècnica de Catalunya"
"1747492"|"2276"|"Stephen S. Hecht"|""
"1747681"|"724"|"Clarisse Dhaenens"|"LIFL|Universiti des Sciences"
"1747773"|"2276"|"S. S. Hecht"|""
"1747795"|"2743"|"Michael Rovatsos"|"Technical University of Munich Department of Informatics 80290 München Germany"
"1747958"|"1312"|"Sing Bing Kang"|"Microsoft Research Asia, Beijing, P.R. China"
"1748110"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1748411"|"472"|"Jean-paul De Blasis"|"Centre d'Enseignement Supérieur des Affaires 78350 Jouy-en-Josas France"
"1748647"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1749031"|"745"|"A. V. Soldatov"|""
"1749532"|"7703"|"Michael F. Doherty"|"Department of Chemical Engineering, University of California, Santa Barbara, CA 93106, USA"
"1750271"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"1750271"|"8358"|"Johan Schubert"|"Department of Data and Information Fusion|Division of Command and Control Systems"
"1750556"|"1312"|"Sing Bing Kang"|"Cambridge Research Lab"
"1750563"|"8342"|"Lorenzo Cantoni"|"Università della Svizzera Italiana"
"1750563"|"8342"|"Lorenzo Cantoni"|""
"1750973"|"3662"|"M Nogueira"|""
"1750987"|"5264"|"E. Martinez"|""
"1751510"|"25"|"William H. Nailon"|""
"1751609"|"7630"|"Tom Alber"|""
"1752011"|"3649"|"Harith Alani"|"Multimedia Group|School of Electronics and Computer Science|University of Southampton"
"1752173"|"3144"|"Thomas H. Lenhard"|"University of Applied Sciences Kaiserslautern / Zweibruecken"
"1752191"|"5264"|"Elisabeth Martínez"|"General Thoracic Surgical Experimental Laboratory, Hospital Clínic, Universitat de Barcelona, Barcelona, Spain"
"1752809"|"4272"|"Ronan A. Cahill"|"Royal College of Surgeons of Ireland"
"1752809"|"4272"|"R. A. Cahill"|""
"1752834"|"2528"|"John C. Mazziotta"|""
"1753436"|"2276"|"Stephen S. Hecht"|""
"1753485"|"745"|"A. V. Soldatov"|""
"1753833"|"5836"|"Dexter P. Bradshaw"|"University of Waterloo, Waterloo, Ontario"
"1754410"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1754569"|"1246"|"Daniel C. Dennett"|""
"1754583"|"6747"|"Arnon Rosenthal"|""
"1754956"|"2437"|"G. Marque-pucheu"|""
"1755057"|"426"|"Michael Thomas"|"California Institute of Technology"
"1755057"|"426"|"Michael Thomas"|""
"1756010"|"5380"|"Dario L. Ringach"|""
"1756052"|"4632"|"Romeo Ortega"|""
"1756472"|"1841"|"J SEKHAR"|""
"1756670"|"2783"|"Jorge Vargas"|""
"1756670"|"2783"|"Jorge Antonio Vargas"|"Universidad Nacional de Córdoba"
"1756701"|"6747"|"Arnon Rosenthal"|""
"1756875"|"8101"|"Kenneth Sauer"|""
"1758533"|"4402"|"R. C. Gardner"|""
"1758790"|"8316"|"Jur P. Van Den Berg"|""
"1758961"|"7326"|"Bruno Raffin"|""
"1759615"|"2894"|"P. H. Warren"|""
"1759728"|"7915"|"D. B. Walther"|""
"1760554"|"2948"|"Janet Carter"|"CERN"
"1760721"|"6874"|"Mohammed Abdel-Megeed Mohammed Salem"|"Ain Shams University in Cairo"
"1760794"|"5580"|"Kai Kiiskilä"|"University of Oulu | Centre for Wireless Communications"
"1760904"|"1312"|"Sing Bing Kang"|"Microsoft Research"
"1760952"|"7393"|"Roger J.-B. Wets"|""
"1761109"|"7062"|"Luís Monteiro"|""
"1761610"|"3447"|"A. Abramowicz"|""
"1761917"|"745"|"A. V. Soldatov"|""
"1761941"|"1806"|"Charles D. Norton"|""
"1762246"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1762706"|"4926"|"C. Robert Carlson"|""
"1763465"|"1328"|"Marc Najork"|"Microsoft Research"
"1763820"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1763820"|"3874"|"Thomas Schneider"|"Ruhr-University Bochum Horst Görtz Institute for IT-Security Germany"
"1764511"|"1186"|"Ahmet E. Topcu"|""
"1764596"|"1312"|"S. B. Kang"|""
"1764785"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences Melbourne FL 32901 USA"
"1765757"|"1246"|"Daniel C. Dennett"|""
"1767727"|"406"|"Jens-Rainer Ohm"|"Institut für Nachrichtentechnik, RWTH Aachen, Melatener Str. 23, 52074 Aachen"
"1767867"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1768141"|"3976"|"Peter Gärdenfors"|""
"1768296"|"6747"|"Arnon Rosenthal"|""
"1768781"|"2894"|"P. H. Warren"|""
"1768979"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1769024"|"2276"|"Stephen S. Hecht"|""
"1769042"|"1508"|"Jonathan J. Oliver"|""
"1769136"|"8263"|"Shlomo Bentin"|""
"1769237"|"5264"|"E Martinez"|""
"1769289"|"587"|"Jörg Dahmen"|""
"1769606"|"1476"|"Sweder Van Wijnbergen"|""
"1769641"|"7703"|"Michael F. Doherty"|""
"1769726"|"5919"|"Pekka J. Toivanen"|"Lappeenranta University of Technology Department of Information Technology P.O. Box 20 53851 Lappeenranta Finland"
"1770085"|"1725"|"Nir Cohen"|"Department of Applied Mathematics, Campinas University, CEP 13081, Campinas, SP, Brazil"
"1770140"|"5086"|"Takahiro Wakao"|""
"1770342"|"6733"|"Jawahar Jain"|""
"1770470"|"5267"|"Alaa R. Alameldeen"|""
"1770840"|"7703"|"M DOHERTY"|""
"1770913"|"3897"|"Ravi P. Agarwal"|"Department of Mathematics, Florida Institute of Technology, Melbourne, FL 32901, USA"
"1771263"|"5264"|"E. Martinez"|""
"1771318"|"2109"|"Hans-Martin Will"|"http://www.spacecurve.com"
"1771448"|"3447"|"Adam Abramowicz"|""
"1771748"|"1312"|"Sing Bing Kang"|""
"1771897"|"2948"|"Janet Carter"|"Cambridge U."
"1772358"|"5659"|"Yoichi Sato"|"Second Department of Medicine, Asahikawa Medical College, Asahikawa 078-8510, Japan"
"1772556"|"7630"|"Tom Alber"|""
"1773441"|"325"|"Zhen Song"|""
"1773698"|"1806"|"Charles D. Norton"|""
"1773997"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1774298"|"7703"|"Michael F. Doherty"|""
"1774403"|"406"|"Jens-Rainer Ohm"|"Institut für Nachrichtentechnik, RWTH Aachen, Melatener Str. 23, 52074 Aachen"
"1774934"|"4203"|"Alan D. Irvine"|""
"1774934"|"4203"|"A. D. IRVINE"|""
"1775162"|"2300"|"Nicholas Basta"|"Department of Plant and Soil Sciences, Oklahoma State University, Stillwater, Oklahoma, USA"
"1775230"|"5160"|"Zhifang Sui"|""
"1775276"|"1312"|"Sing Bing Kang"|""
"1775562"|"2948"|"Janet Carter"|"Cambridge U."
"1775910"|"1118"|"Alessandro Mosca"|""
"1775910"|"1118"|"Alessandro Mosca"|"Free University of Bozen Bolzano"
"1776643"|"1312"|"Sing Bing Kang"|"California Institute of Technology"
"1776723"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"1776859"|"2848"|"Stephen W. Salant"|""
"1777146"|"7703"|"M DOHERTY"|""
"1777773"|"3516"|"Alessandro Artale"|""
"1778434"|"2276"|"Stephen S. Hecht"|""
"1778674"|"7473"|"Xia Wan"|"Integrated Multimedia System Center|Department of Electrical|Engineering-Systems University of Southern California"
"1778983"|"826"|"Emanuele Buratti"|""
"1779207"|"4380"|"Mohsen A. Jafari"|""
"1779400"|"3897"|"R. P. Agarwal"|"Department of Mathematical Sciences, Florida Institute of Technology, Melbourne, FL, 32901-6975, USA"
"1779715"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1779873"|"1832"|"D. M. Chiu"|""
"1780787"|"2300"|"Nicholas T. Basta"|"School of Environment and Natural Resources, The Ohio State University, 2021 Coffey Road, Columbus, OH 43210, USA"
"1781219"|"1312"|"S. B. Kang"|""
"1781422"|"325"|"Zhen Song"|"CSOIS, Utah State University, Logan, UT, US"
"1781470"|"339"|"Jaehoon Kim"|"Department of Electrical Engineering|University of California , Los Angeles"
"1781653"|"8101"|"K. Sauer"|""
"1782482"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1782511"|"8147"|"Assaf Shacham"|"Department of Electrical Engineering|Columbia University"
"1783029"|"1312"|"Sing Bing Kang"|""
"1783051"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1783103"|"8101"|"K. Sauer"|"Max Planck Institute for Aeronomy, D-3411 Katlenburg-Lindau, Germany"
"1783157"|"4039"|"Yashwant K. Malaiya"|"Department of Electrical Engineering|Depau-tment of Computer Science|Colorado State University"
"1783579"|"5176"|"David Sacks"|""
"1784167"|"1302"|"Debby Hix"|""
"1784212"|"2842"|"Ahmed Metwally"|"Google Inc., USA"
"1784398"|"8358"|"JOHAN SCHUBERT"|""
"1784398"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"1784494"|"3711"|"L. Hojgaard"|""
"1784761"|"1312"|"Sing Bing Kang"|"Dept. of ECE and Coordinated Science Lab., U. of Illinois at Urbana-Champaign, 1308 W. Main St., Urbana, IL"
"1784821"|"7915"|"D. Walther"|"Physikalisches Institut, Universität Bonn, Germany"
"1785029"|"1697"|"Dilip Abreu"|"Princeton University, Princeton, U.S.A."
"1785208"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"1785710"|"1312"|"Sing Bing Kang"|"Redmond Vision Technology Group, Microsoft Research WA 98052 USA"
"1785898"|"8101"|"K. Sauer"|""
"1786746"|"2236"|"A. Avetissian"|"Yerevan Physics Institute, 375036 Yerevan, Armenia"
"1786956"|"4057"|"E. Talik"|"Institute of Physics, University of Silesia, Universytecka 4, 40 007 Katowice, Poland"
"1787180"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1787209"|"1312"|"Sing Bing Kang"|""
"1787447"|"6747"|"Arnon Rosenthal"|""
"1787468"|"7066"|"Antonio Gomes Correia"|"Universidade do Minho"
"1787917"|"7703"|"M Doherty"|""
"1787994"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences Melbourne FL 32901 USA"
"1788990"|"8316"|"Jur P. Van Den Berg"|""
"1789123"|"1312"|"Sing Bing Kang"|"Microsoft Research"
"1789200"|"767"|"Steven Salzberg"|"Center for Bioinformatics and Computational Biology, University of Maryland"
"1789757"|"1873"|"Ernesto DeNito"|"Viktoria Institute|Business Technology|Dip . of Economia Aziendale"
"1790010"|"5659"|"Yoichi Sato"|""
"1790168"|"3305"|"Paolo Bresciani"|"ITC-irst, Via Sommarive 18, I-38050 Trento-Povo, Italy"
"1790897"|"6827"|"William Masters"|""
"1791611"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1792050"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1792112"|"1328"|"Marc Najork"|""
"1792322"|"7066"|"Antonio Gomes Correia"|"Universidade do Minho"
"1792693"|"3897"|"R. P. Agarwal"|""
"1793043"|"1476"|"Sweder van Wijnbergen"|"University of Amsterdam"
"1793125"|"8044"|"Daniel Bar-Tal"|"School of Education Tel Aviv University Israel"
"1793637"|"6768"|"George Nagy"|"The Univ. of Nebraska-Lincoln"
"1793823"|"767"|"Steven L. Salzberg"|""
"1793936"|"7703"|"Michael F. Doherty"|""
"1794196"|"8413"|"Roman L. Tatusov"|""
"1794501"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1794724"|"1308"|"Patrick S. Huggins"|""
"1794874"|"3897"|"Ravi P. Agarwal"|""
"1794942"|"8566"|"María José Castro Bleda"|""
"1794960"|"6747"|"Arnon Rosenthal"|"MITRE Corporation"
"1795980"|"745"|"A. V. Soldatov"|"Dept. of Solid State Phys., Rostov Univ., Rostov-Don, Russia"
"1796035"|"4203"|"Alan D. Irvine"|""
"1796035"|"4203"|"Alan D. Irvine"|"Department of Medical Genetics, Queen's University of Belfast"
"1796395"|"3201"|"David M. Harris"|""
"1796849"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1797023"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1798012"|"1508"|"Jonathan J. Oliver"|""
"1798037"|"3447"|"A. Abramowicz"|""
"1798042"|"1328"|"Marc Najork"|"Compaq Systems Research Center, 130 Lytton Avenue, Palo Alto, CA 94301, USA"
"1798869"|"6827"|"William A. Masters"|""
"1799544"|"1620"|"Frederick Kuhl"|""
"1800254"|"6747"|"Arnon Rosenthal"|""
"1800385"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1800995"|"6966"|"Derek Middleton"|""
"1801080"|"4057"|"E. Talik"|"Institute of Physics, University of Silesia, Uniwersytecka 4, 40-007 Katowice, Poland"
"1801361"|"2528"|"John C. Mazziotta"|""
"1801442"|"4402"|"R. C. Gardner"|"University of Western Ontario"
"1801861"|"8316"|"J. Berg"|""
"1802032"|"4272"|"Ronan A. Cahill"|"Royal College of Surgeons of Ireland"
"1802032"|"4272"|"R. A. Cahill"|""
"1802282"|"2948"|"Janet Carter"|"Cambridge U."
"1802328"|"3897"|"Ravi P. Agarwal"|"Department of Mathematical Sciences, Florida Institute of Technology, Melbourne, FL 32901-6975, USA"
"1802349"|"4274"|"Nick Goldman"|""
"1802788"|"1656"|"D. Thers"|""
"1802825"|"5264"|"E. Martínez"|"Hospital Puerta de Hierro|Fundación Jiménez Díaz"
"1803434"|"1752"|"James E. Schumm"|"Wolfson Image Analysis Unit, University of Manchester, Oxford Road, Manchester M13 9PT, UK"
"1803852"|"3516"|"Alessandro Artale"|""
"1804027"|"4402"|"R. C. Gardner"|""
"1804170"|"4274"|"Nick Goldman"|""
"1804240"|"7915"|"D. Walther"|""
"1804324"|"3711"|"L. Hojgaard"|""
"1804664"|"3195"|"Jan Barciszewski"|""
"1804665"|"7915"|"D. Walther"|"Universität Bochum, D-44780 Bochum, FRG"
"1805329"|"4203"|"A D Irvine"|""
"1805329"|"4203"|"Alan D. Irvine"|""
"1805568"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1807059"|"3897"|"Ravi P. Agarwal"|""
"1807352"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1807352"|"55"|"Jose Pereira"|""
"1807727"|"2276"|"Stephen S. Hecht"|"University of Minnesota, Cancer Center, Minneapolis, MN 55455, USA"
"1808332"|"8147"|"Assaf Shacham"|"Department of Electrical Engineering|Columbia University"
"1808389"|"2948"|"Janet Carter"|"Cambridge U."
"1809054"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1809107"|"4039"|"Yashwant K. Malaiya"|""
"1809777"|"3876"|"T. Werner"|""
"1810033"|"1247"|"Norm C. Strole"|""
"1810229"|"826"|"Emanuele Buratti"|""
"1810544"|"6966"|"D. Middleton"|""
"1811149"|"7915"|"D. Walther"|"Physikalisches Institut der Universität Bonn, Bonn, Germany"
"1811429"|"5659"|"Yoichi Sato"|"The University of Tokyo Institute of Industrial Science 4-6-1 Komaba, Meguro-ku Tokyo 153-8505 Japan"
"1811541"|"5492"|"Ken McRae"|"Department of Psychology, University of Western Ontario, Canada"
"1811588"|"8169"|"F. de Carvalho"|""
"1811760"|"2276"|"Stephen S. Hecht"|""
"1812021"|"8101"|"K. Sauer"|""
"1812481"|"1476"|"S. Van Wijnbergen"|""
"1812828"|"2948"|"Janet Carter"|"Cambridge U."
"1812897"|"3900"|"Yvan Pointurier"|"Athens Information Technology"
"1813400"|"3649"|"Harith Alani"|"School of Computing|University of Glamorgan"
"1813575"|"8495"|"David Carrera"|"Universitat Politècnica de Catalunya"
"1813734"|"1476"|"Sweder van Wijnbergen"|"University of Amsterdam"
"1813806"|"5887"|"Brendan Kenny"|""
"1813933"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1814047"|"7703"|"Michael F. Doherty"|""
"1815252"|"6303"|"S. P. Kuo"|""
"1815281"|"4402"|"R. C. Gardner"|""
"1815511"|"7915"|"D. Walther"|"Universität Bochum, D-44780 Bochum, FRG"
"1815575"|"5659"|"Yoichi Sato"|"Second Department of Medicine and Surgery, Asahikawa Medical College, Asahikawa, Japan"
"1815902"|"1246"|"Daniel Dennett"|"Tufts University Center for Cognitive Studies Medford MA USA Medford MA USA"
"1817529"|"7630"|"T ALBER"|""
"1817653"|"2109"|"Hans-Martin Will"|"http://www.spacecurve.com"
"1817653"|"2109"|"Hans-martin Will"|"Institut für Theoretische Informatik ETH Zürich CH-8092 Zürich Switzerland CH-8092 Zürich Switzerland"
"1817828"|"5264"|"E. Martinez"|""
"1817865"|"5264"|"E. Martinez"|""
"1817868"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1818393"|"2763"|"T. Paul Schultz"|""
"1818633"|"1861"|"Bhojaraju Gunjal"|""
"1818633"|"1861"|"Bhojaraju Gunjal"|"KM Cyberary"
"1818768"|"6241"|"Rajendra S. Katti"|""
"1818814"|"1312"|"Sing Bing Kang"|""
"1818924"|"1246"|"Daniel C. Dennett"|""
"1819569"|"1328"|"Marc Najork"|""
"1819723"|"6874"|"Mohammed Abdel-Megeed Mohammed Salem"|"Ain Shams University in Cairo"
"1819740"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1819903"|"7742"|"Jianlin Luo"|""
"1820046"|"1246"|"Daniel C. Dennett"|"Center for Cognitive Studies, Tufts University Medford MA 02155 USA Medford MA 02155 USA"
"1820088"|"6768"|"George Nagy"|""
"1820178"|"1246"|"Daniel C. Dennett"|""
"1820391"|"1508"|"Jonathan J. Oliver"|""
"1820820"|"193"|"Gebreselassie Baraki"|""
