id|title|year|conferenceid|journalid|keyword
1034482|Axial energy distributions of Li + and F − desorbed from LiF surfaces by fast ion impact|1997|0|2357|Alkali halides; Ion bombardment; Sputtering
1034758|Metadata Propagation in Large, Multi-Layer Database Systems|2000|22|0|
1034798|Phosphorylated TDP-43 in frontotemporal lobar degeneration and amyotrophic lateral sclerosis|2008|0|7879|
1034832|Utilizing path diversity in optical packet switched interconnection networks|2006|4609|0|
1035720|Beslutstödssystemet Dezzy - en översikt|2003|0|299|
1035720|Beslutstödssystemet Dezzy - en översikt|2003|0|299|
1035971|UC-PBG Substrate for Planar Antennas|1999|4392|0|
1036513|Complexity results for parallel machine problems with a single server|2002|0|134|
1037203|Session-Based Adaptive Overload Control for Secure Dynamic Web Applications|2005|37|0|
1037203|Session-Based Adaptive Overload Control for Secure Dynamic Web Applications|2005|37|0|
1037635|Structural Study of Linear Photopolymerization and Photoalignment of Liquid Crystalline Polymers|1997|0|0|
1037683|Long-term expression of a reporter gene from latent herpes simplex virus in the rat hippocampus|1995|0|8024|Herpes virus; Vector; Central nervous system; Hippocampus; Latent; β-Galactosidase; Gene therapy
1038114|Tricoses compulsivas* Compulsive trichoses|0|0|0|
1038188|A Hybrid Evolutionary Approach for Multicriteria Optimization Problems: Application to the Flow Shop|2001|931|0|Keywords: Genetic Algorithm, Multicriteria optimization, Flow Shop, Hybrid Metaheuristic, Local Search, Parallel Metaheuristic.
1038396||2009|0|11555|
1038445|High-quality Image-based Interactive Exploration of Real-World Environments|2004|0|414|Graphics and multimedia; Machine learning
1038677|Education investments and returns|1988|0|0|
1039136|Image Restoration by Matching Gradient Distributions|2012|0|25|
1039673|Atopic Eczema and the Filaggrin Story|2008|0|4275|
1039673|Atopic Eczema and the Filaggrin Story|2008|0|4275|
1039736|Adsorção de íons Cu2+ em latossolo vermelho-amarelo húmico|2000|0|2305|Keywords: copper; adsorption; oxisol.
1040058|Observation of a new particle in the search for the Standard Model Higgs boson with the ATLAS detector at the LHC|2012|0|0|Particle Physics - Experiment
1040522|Initiation of translation of the β-glucuronidase reporter gene at internal aug codons in plant cells|1989|0|9288|
1040990|Research on missing value estimation in data mining|2008|0|0|Data Mining; Expectation Maximization; Missing Value Estimation; Wavelet Neural Network
1041391|Faceted crystal shape evolution during dissolution or growth|2007|0|1875|Keywords: dissolution, crystals, facets
1041931|Shadow Editing: A Distributed Service for Supercomputer Access|1988|21|0|
1042216||1991|0|2814|
1042815||1986|0|4847|
1043049|Altering the Expression Kinetics of VP5 Results in Altered Virulence and Pathogenesis of Herpes Simplex Virus Type 1 in Mice|2002|0|7498|
1043765|Optimized channel rate allocation for H.264/AVC scalable video multicast streaming over heterogeneous networks|2010|3996|0|Multicast; SVC; UEP; Video Streaming
1044222|Vanadia–silica and vanadia–cesium–silica catalysts for oxidation of SO 2|2004|0|2097|Mesoporous V2O5–SiO2 catalysts promoted with Cs; In situ Raman; EPR; XRD characterization
1044559|Smooth and collision-free navigation for multiple robots under differential-drive constraints|2010|2821|0|
1044866|Diversidade de policetídeos produzidos por espécies de Penicillium isoladas de Melia azedarach e murraya paniculata|2007|0|2305|
1045107|Evolving the Browser Towards a Standard User Interface Architecture|2002|1807|0|Keywords: browser user interface, user interface standards, XML, user interface markup language
1045173|Design and synthesis of homogeneous azeotropic distillations. 1. Problem formulation for a single column|1985|0|15122|
1045181|An unusual rash in a neonate|2010|0|2881|
1045181|An unusual rash in a neonate|2010|0|2881|
1045192|5S rRNA Data Bank|1998|0|188|
1045428|A ternary modulation code for suppression of intrachannel nonlinear effects in high-speed optical transmission|2005|4609|0|
1045573|From Intractable Conflict Through Conflict Resolution To Reconciliation: Psychological Analysis|2000|0|9883|KEY WORDS: reconciliation, conflict, conflict resolution, ethos, peacemaking.
1045877|Focal dermal hypoplasia (Goltz syndrome) associated with intestinal malrotation and mediastinal dextroposition|1996|0|7557|
1046084|Metabolites of a Tobacco-Specific Carcinogen in Urine From Newborns|1999|0|3655|
1046094|REMEDIATION OF SMELTER-CONTAMINATED SOILS BY CHEMICAL IMMOBILIZATION|0|0|0|KEYWORDS in-situ immobilization, contaminated soil, phosphate, biosolids, incidental ingestion, contaminant transport
1046823|Performance Enhancement through Structural Redundancy in Mapping XML into Relations|2003|617|0|
1046899|A Characterization of Epi-Convergence in Terms of Convergence of Level Sets|1992|0|7345|
1046924|Efficient URL caching for world wide web crawling|2003|526|0|URL caching|caching|crawling|distributed crawlers|web crawlers|web graph models
1046943|Comparison of Data Replication Strategies for Peer-to-Peer Video Streaming|2005|4117|0|peer-to-peer; replication; video streaming
1047040||2001|0|1647|
1047040||2001|0|1647|
1047247|Extending DL-Lite Sometime in the Future|2009|636|0|
1048610|Inter-ethnic contact: Attitudinal consequences|1977|0|9570|
1048821|Personal Navigation via High-Resolution Gait-Corrected Inertial Measurement Units|2010|0|5353|Dead reckoning; Kalman filter (KF); inertial measurement; pedestrian navigation system; pressure sensor array
1048827|Scholarly Publishing in Australian Digital Libraries: An Overview|2008|1069|0|
1048827|Scholarly Publishing in Australian Digital Libraries: An Overview|2008|1069|0|
1048943|A Genetic Screen for Mutations That Increase the Thermal Stability of Phage T4 Lysozyme|1985|0|919|
1049127|Randomized multidimensional search trees (extended abstract): dynamic sampling|1991|0|0|
1049193|A simple combined conjugate gradient beamforming and interference cancellation scheme for DS-CDMA in a multipath fading channel|1999|3059|0|
1049246|Nonparametric Bayesian Identification of Jump Systems with Sparse Dependencies |0|0|0|
1049425|Steady-State Operating Policies for Plants with Multiple Reactions of Equal Overall Order|2006|0|5383|
1049554|Evaluation of Real Integrals by Contour Integration I|0|0|0|
1050122|International Trade and Currency Exchange.|2001|0|5019|
1050403|Eigenvalues of Lidstone boundary value problems|1999|0|796|Eigenvalues; Positive solutions; Boundary value problems
1050847|The effect of axial temperature profile on the thermal instability in high current-carrying plasmas|1988|0|8449|
1050986|An Improved Training Algorithm for Kernel Fisher Discriminants|2000|0|0|
1051030|Functional and Structural Characterization of A New Monomeric Far-Red Fluorescent Protein|2010|0|1495|
1051041|The influence of energy density inside the nuclear track on the secondary-ion emission|2003|0|5708|Ion–solid interaction; Secondary ion mass spectrometry; Time of flight technique; Secondary ion desorption
1051381|A probabilistic atlas and reference system for the human brain: International Consortium for Brain Mapping (ICBM)|2001|0|16867|
1051576|Hide and Seek: Detecting Hit Inflation Fraud in Streams of Web Advertising Networks |0|0|0|
1051834|Strain dependence of the Fermi surface in cadmium and rhenium from ultrasonic velocity oscillations|1978|0|8566|
1052057|Laser oscillation of Nd3+-doped photo-thermo-refractive glass under diode laser pumping|2010|0|0|
1052106|Irish Society of Gastroenterology|1994|0|3428|
1052250|Hay-Wells syndrome is caused by heterozygous missense mutations in the SAM domain of p63|2001|0|7711|
1052432||1993|0|1875|
1052446|Correcting contraceptive failure rates for sample composition and sample selection bias|1981|0|16622|
1052455|EFFECT OF CHELATED AND MINERAL FORMS OF MICRONUTRIENTS ON THEIR CONTENT IN LEAVES AND THE YIELD OF LETTUCE. PART I. MANGANESE|0|0|0|Key words: lettuce, chelate, sulphate manganese, micronutrients
1052663|Interictal cerebral glucose metabolism in partial epilepsy and its relation to EEG changes|1982|0|7879|
1053026|Defective Th1 responses and augmented IL-4 production in patients with Whipple's disease|2000|0|3223|
1054624|Learning to Segment|2004|657|0|
1054993|The Origin of Symbols in the Brain|2000|0|0|
1055634|ARTICLES Effects of Reduced Cigarette Smoking on the Uptake of a Tobacco-Specific Lung Carcinogen|2004|0|0|
1055867|Supervisory field‐oriented control of induction motors with uncertain rotor resistance|2001|0|5399|
1056161|On-the-Fly Model Checking Under Fairness that Exploits Symmetry|1999|0|265|Keywords: model checking, state explosion, symmetry reduction, automata, verification
1056361|Laplace Equation in Three Dimensions (Cont’d.)|0|0|0|
1057052||2005|0|8156|
1057395|Biphasic response of hippocampal pyramidal neurons to GABA|1981|0|8070|
1057495|High Resolution Animated Scenes from Stills|2007|0|29|Texture synthesis; animation.
1057556|TORQUE AND FLUX TRACKING OF INDUCTION MOTORS|1997|0|5453|
1057692|The response of a Swiss university hospital's palliative care consult team to assisted suicide within the institution|2008|0|4060|Key words: assisted suicide; euthanasia; hospital; palliative care
1057766|Metodología para la estructuración del conocimiento de una disciplina: el caso de PuertoTerm 1|2007|0|11282|
1058298||1994|720|0|
1058414|Early Sprouting and First Stages of Growth of Rice Seeds Exposed to a Magnetic Field|2004|0|1570|
1058628|The history and technology of oscilloscopes|2006|0|5315|
1058636|Antirandom testing: getting the most out of black-box testing|1995|2140|0|
1058984|Collective soul: The spirituality of an interdisciplinary palliative  care team|2006|0|15020|
1059305|Real exchange rate targeting and inflation in Turkey: An empirical analysis with policy credibility|1997|0|11614|real exchange rates; inflation; policy credibility; Turkey
1059364|Simultaneous prediction of crystal shape and size for solution crystallization|2004|0|1875|
1059590|KM Cyberary is a Gateway to Knowledge Resources|2007|0|0|
1059590|KM Cyberary is a Gateway to Knowledge Resources|2007|0|0|
1059747|Laser-ablation deposition of CeO 2 thin films on biaxially textured nickel substrates|1999|0|8583|Ceria; Ni substrates; Laser ablation
1059750|Improving Quality of Education through the Use of Intranet|2003|1|0|
1059822|Review symposium|1974|0|10380|
1060175|Strong Convergence Theorems|0|0|0|
1060421|A Construction of Boolean Algebras from First-Order Structures|1993|0|237|
1060469||2012|0|0|Particle Physics - Experiment
1060696|Fuzzy network model for part-of-speech tagging under small training data|1996|0|960|
1060713|Distributed Databases 46|0|0|0|
1061783|Global landscape of HIV–human protein complexes|2011|0|912|
1061911|Module Size Distribution and Defect Density|2000|2140|0|Keywords Module size, defect density, reliability, module size distribution
1063248|Solidification microstructures near the limit of absolute stability|1989|0|6929|
1063527|Deformation Theorem|0|0|0|
1063652|Some observations on fairness of bandwidth shar-ing|1999|0|0|
1064119|Netherton Syndrome: Disease Expression and Spectrum of SPINK5 Mutations in 21 Families|2002|0|3626|atopy,epidermal differentiation,erythroderma,ichthyosis,serine protease inhibitor
1064119|Netherton Syndrome: Disease Expression and Spectrum of SPINK5 Mutations in 21 Families|2002|0|3626|atopy,epidermal differentiation,erythroderma,ichthyosis,serine protease inhibitor
1064177|Neural networks and genetic algorithms for bankruptcy predictions|1996|0|829|
1064309|Between eternity and transience On the significance of time in psychoanalysis|2001|0|0|
1064454|High-Resolution Structure of the HNF-1α Dimerization Domain|2001|0|1462|
1064457|Advanced packet-video coding based on layered VQ and SBC techniques|1993|0|850|
1064574|An Aggregate Production Planning Model Incorporating Dynamic Productivity: Part I. Model Development|1983|0|5381|
1064904|Possibility of creating sources of far-vacuum-ultraviolet radiation based on the hypersonic flows of a dense plasma|1977|0|5485|
1065215|Anti-idiotypic Immunotherapy in Follicular Lymphoma Patients: Results of a Long Follow-up Study|2008|0|6672|
1065523|ELABORAÇÃO DE EPISÓDIOS DE ENSINO TRATANDO DA QUESTÃO NUCLEAR: relações entre abordagens e conteúdos|2009|0|0|
1065567||1983|0|1443|
1065659|Inflation Stabilization, Fiscal Deficits and Public Debt Management in Poland|1996|0|0|Fiscal deficits; Public debt; Money demand; Seigniorage
1065916|Bioaccessibility of Lead Sequestered to Corundum and Ferrihydrite in a Simulated Gastrointestinal System|2006|0|6091|
1066479|Artificial Life as Philosophy|1994|0|246|
1066900|Magnetoresistance in Parent Pnictide AFe2As2(A = Sr, Ba)|2009|0|8377|
1067484||0|0|0|
1068128|Models for warehouse management: Classification and examples|1999|0|5448|Inventory systems; Warehouse management; Storage allocation and assignment; Forward/reserve problem; Logistics.
1068492|Agent- Oriented Software Development: A Case Study|2001|357|0|
1068666|HyParView: A Membership Protocol for Reliable Gossip-Based Broadcast|2007|651|0|
1068666|HyParView: A Membership Protocol for Reliable Gossip-Based Broadcast|2007|651|0|
1069150|Heuristics for Scheduling Prioritized Data Requests with Deadlines in an Overloaded Distributed Computing Networ|2000|176|0|
1069277|The Complexity of Generalized Satisfiability for Linear Temporal Logic|2006|0|291|
1069598|Cluster-based Specification Techniques in Dempster-Shafer Theory|1995|664|0|
1069598|Cluster-based Specification Techniques in Dempster-Shafer Theory|1995|664|0|
1069950|The impact of Czech privatization methods on enterprise performance incorporating initial selection-bias correction|1997|0|19530|Keywords: Privatisation, corporate governance, firm ownership and restructuring.
1071435|Raised limb bands developing in infancy|2003|0|2754|
1071435|Raised limb bands developing in infancy|2003|0|2754|
1071815|Helicobacter pylori Induces miR-155 in T Cells in a cAMP-Foxp3-Dependent Manner|2010|0|4130|
1072996|From World Banker to World Venture Capitalist: US External Adjustment and the Exorbitant Privilege|2005|0|0|US current account deficit; valuation effects; Exorbitant Privilege
1073278|Double positive solutions of ( n, p) boundary value problems for higher order difference equations|1996|0|4496|Positive solutions; Boundary value problems; Upper and lower solutions
1073510|Detection of 7-(2′-Carboxyethyl)guanine but Not 7-Carboxymethylguanine in Human Liver DNA|2010|0|8156|
1074346|Is Bottom-Up Attention Useful for Object Recognition?|2004|838|0|
1074964|Boundary Value Problems (Cont’d.)|0|0|0|
1076313||2007|0|299|
1076859|The Effects of Periodic Quotas Limiting the Stock of Imports of Durables|2002|0|0|imrt quotas, voluntary exrt restraints, immigration quotas, durable goods, sculative attacks
1077048|Experimental verification of a generating unit excitation neuro-controller|2000|4729|0|
1077596|Kernel PCA and De-Noising in Feature Spaces|1998|187|0|
1077779|Database resources of the National Center for Biotechnology Information|2006|0|188|
1077874|A basic characterization of relation migration|2010|0|0|
1078562|Crystal Structure of DCoH, a Bifunctional, Protein-Binding Transcriptional Coactivator|1995|0|248|
1078591|Secteur informel et marché|1994|0|0|
1078806||2005|0|11764|Electroporation; Bleomycin; Head and neck cancer
1079238|The development of altruistic behavior: Empirical evidence.|1980|0|9619|
1079286|Object Representation and Rendering using Inverse Concentric Mosaics|2000|258|0|
1079336|INTENSIVE SECOND LANGUAGE STUDY: EFFECTS ON ATTITUDES, MOTIVATION AND FRENCH ACHIEVEMENT|1977|0|11060|
1079484|Effects of heat treatment on the ballistic impact properties of Inconel 718 for jet engine fan containment applications|2001|0|5426|Ballistic impact; Adiabatic shear; Inconel 718; Heat treatment
1079496|Three-dimensional crack growth with <i>hp</i>-generalized finite element and face offsetting methods|2010|0|5178|
1079872|Effect of chronic Giardia lamblia infection on epithelial transport and barrier function in human duodenum|2007|0|3242|
1080745|On Risk, Leverage and Banks: Do highly Leveraged Banks take on Excessive Risk?|2012|0|0|bank fragility; risk shifting; deposit insurance; gambles for resurrection
1080858|Bump time-frequency toolbox: a toolbox for time-frequency oscillatory bursts extraction in electrophysiological signals|2009|0|7894|
1081027|Complexity of Reasoning over Temporal Data Models|2010|195|0|
1081467|Temporomandibuläre Funktionsbefunde nach Dysgnathieoperationen im Vergleich zu einer bevölkerungsrepräsentativen Studie|2003|0|13767|
1081944||2006|0|822|Keywords: Matched wavelet transform; Real time DSP; Pattern recognition; Time-frequency-shape analysis
1082117|Synthesis and Properties of an Acetaldehyde-Derived Oligonucleotide Interstrand Cross-Link|2005|0|8156|
1082346|Study on geochemical association of plutonium in soil using sequential extraction procedure|2002|0|2180|
1082346|Study on geochemical association of plutonium in soil using sequential extraction procedure|2002|0|2180|
1082649|A Data Model for Object-Oriented Design Metrics|1997|0|0|
1082950|Analyzing Perceptual Motion Cues in Sound by Sound Tracing|2011|0|-1|
1083132|Querying part hierarchies: a knowledge-based approach|1987|610|0|
1083169|Analytic Continuation|0|0|0|
1083575|Existence of positive periodic solutions for a class of difference equations with several deviating arguments|2003|0|4496|Difference equation; Logistic equation; Existence; Positive periodic solution
1083827|Development of New Models for Geomechanical Characterisation Using Data Mining Techniques|2008|0|13339|
1083827|Development of New Models for Geomechanical Characterisation Using Data Mining Techniques|2008|0|13339|
1083949|E卤cient topology control for wireless ad hoc networks with non-uniform transmission ranges|2004|0|275|
1084092||2010|0|3586|
1084092||2010|0|3586|
1084498|Time-dependent 3D simulations of the hemodynamics in a stented coronary artery|2007|0|6725|
1084827|Per-oral dual scope NOTES cholecystectomy in porcine model (with video)|2010|0|4337|
1084827|Per-oral dual scope NOTES cholecystectomy in porcine model (with video)|2010|0|4337|
1084827|Per-oral dual scope NOTES cholecystectomy in porcine model (with video)|2010|0|4337|
1084927||1989|0|7978|Cerebral protein synthesis rate (CPSR),L-[l-11C]leucine,Positron emission tomography (PET)
1085769|Query, analysis, and visualization of hierarchically structured data using Polaris|2002|120|0|
1085928|A Connectionist Approach to Part-Of-Speech Tagging|2009|0|0|
1086276|Supplemental Data Autofluorescent Proteins with Excitation in the Optical Window for Intravital Imaging in Mammals|0|0|0|
1086987|Duration Dependence in Stock Prices: An Analysis of Bull and Bear Markets|2003|0|0|Hazard model; interest rate effect; survival rate
1087008|Orthogonal Functions and Polynomials (Cont’d.)|0|0|0|
1087362|Structure of yeast triosephosphate isomerase at 1. 9- angstrom resolution|1990|0|1462|
1087725|XPS of Electronic Structure of Ferroelectric Sn2P2S6 Crystals|2009|0|8401|Sn2P2S6,ferroelectric,crystals,XPS,electronic structure
1087754|Credit-based network management|2009|3207|0|
1087938|WS-Gossip: middleware for scalable service coordination|2008|163|0|Keywords Web Services, Gossip
1087938|WS-Gossip: middleware for scalable service coordination|2008|163|0|Keywords Web Services, Gossip
1088098|Griffipavixanthone, a novel cytotoxic bixanthone from Garcinia griffithii and G. pavifolia|1998|0|2367|
1088639|Toward a cognitive theory of con-sciousness|1978|0|0|
1089121|Decoding of natural scene categories from transformed images using distributed patterns of fMRI activity|2010|0|3768|
1089168|Oscillation and global attractivity in a delay periodic host macroparasite model|2008|0|796|Delay differential equation; Macroparasite model; Continuation theorem; Periodic solution; Global attractivity
1089414|The electronic structure of UCoGe by ab initio calculations and XPS experiment|2010|0|8492|
1089574|Sketching reality: Realistic interpretation of architectural designs|2008|0|225|Additional Key Words and Phrases: Sketching, realistic imagery, shape
1089941|Market Opportunities, Genetic Endowments, and Intrafamily Resource Distribution: Child Survival in Rural India.|1982|0|0|
1090319|Localized resection for colon cancer|2009|0|4343|
1090319|Localized resection for colon cancer|2009|0|4343|
1090343|Interactive navigation of multiple agents in crowded environments|2008|365|0|
1090492||2012|0|0|Particle Physics - Experiment
1090597|Free-viewpoint video with stereo and matting|2004|0|0|
1090708|The Emergence of the Euro as an International Currency.|1997|0|0|FINANCIAL MARKET
1090816|Issues and challenges in physical-layer aware optically switched network design and operation|2009|4673|0|
1091360|Spin-dependent Mn K-edge XANES of MnO and MnF2: Full multiple-scattering analysis|1995|0|8566|
1091478|High-temperature superconductor meander-antenna|1992|4393|0|
1091563|Overview of Grid Computing Environments|2003|0|0|
1091656|Cooperative Multithreading on the Cell/B.E|0|0|0|
1092445|First Measurement of the Transverse Spin Asymmetries of the Deuteron in Semi-inclusive Deep Inelastic Scattering|2005|0|8570|Photon and charged-lepton interactions with hadrons, Polarization in interactions and scattering, Protons and neutrons, Quarks
1092622|Structure of a Rabbit Muscle Fructose-1,6-Bisphosphate Aldolase A Dimer Variant|2008|0|1850|
1092707|Managing oil revenue volatility in Nigeria: The role of fiscal policy|2008|0|0|
1092887|Real-time development of data acquisition and analysis software for hands-on physiology education in neuroscience: G-PRIME|2009|3773|0|
1093346|Existence and Multiplicity of Positive Solutions for Singular Semipositone p-Laplacian Equations|2006|0|0|
1093385||1990|0|8055|
1093519|An integrated efficient solution for computing frequent and top-k elements in data streams|2006|0|222|
1093582|Solving linear program as linear system in polynomial time|2011|0|5653|
1093697|Partitioned ROBDDs---a compact, canonical and efficiently manipulable representation for Boolean functions|1997|11|0|
1093767||2009|0|0|
1093769|Parameter-Free Radial Distortion Correction with Center of Distortion Estimation|2007|0|25|Radial distortion; camera calibration; fundamental matrix.
1093772||2003|0|2169|
1095626||1997|0|9063|
1095766|Design and Implementation of an Environment for Component-Based Parallel Programming|0|0|0|
1095795|Advanced verification techniques based on learning|1995|610|0|
1095849|Fluidic encapsulation in SU-8 μ-reservoirs with μ-fluidic through-chip channels|2005|0|5812|Microfluidics; SU-8; Microfabrication; Glucose sensor
1096042||1996|0|1791|
1096465|Herpes Simplex Virus Genome Replication and Transcription during Induced Reactivation in the Rabbit Eye|1997|0|0|
1096896||1997|0|13385|Key words. Chromosome evolution; sperm morphology; Calomys lepidus; Rodentia; Sigmodontinae.
1096896||1997|0|13385|Key words. Chromosome evolution; sperm morphology; Calomys lepidus; Rodentia; Sigmodontinae.
1096907|Real-time implementation of online trained neurocontroller for a BLDC motor|2001|2133|0|
1097009|Path Diversity with Forward Error Correction (PDF) System for Delay Sensitive Applications over the Internet|2003|69|0|
1097237|A Preliminary Framework for Urban Model-Building|1982|1377|0|
1097445||2011|0|6867|Keywords Sol-gelGelation � Silica-phosphate glassFTIR
1097675|Tobacco smoke carcinogens, DNA damage and p53 mutations in smoking-associated cancers|2002|0|4006|cigarette smoke,lung cancer,DNA damage,p53,carcinogens
1098297|Toward a practical approach for BGP stability with root cause check|2011|0|130|Routing; BGP; Stability; Failure; Stable BGP
1098601|A Decathlon in Multidimensional Modeling: Open Issues and Some Solutions|2002|619|0|
1098658|Genome-wide association study reveals genetic risk underlying Parkinson's disease|2009|0|7779|
1100232|Aromatase Expression Was Not Detected by Immunohistochemistry in Endometrial Cancer|2007|0|7827|
1100481|A Practical Universal Circuit Construction and Secure Evaluation of Private Functions|2008|977|0|Key words: SFE of private functions, universal circuit, privacy
1100481|A Practical Universal Circuit Construction and Secure Evaluation of Private Functions|2008|977|0|Key words: SFE of private functions, universal circuit, privacy
1100591|Tools for physiology labs: an inexpensive high-performance amplifier and electrode for extracellular recording|2001|0|8009|Electrophysiology; Neurophysiology; Nerve; Muscle
1100685|Magneto-Birefringence in Layered Composites at Room-Temperature|2010|4672|0|
1100933|Investing in soils: field bunds and microcatchments in Burkina Faso|2002|0|4722|Key words: crop-livestock intensification, natural resource management, property rights
1100963|Web Crawling|2010|0|836|Information retrieval and management
1101113|A Java-Based Implementation of Collaborative Active Textbooks|1997|456|0|
1101415|Neurotuberculosis: A continuing clinical challenge|2008|0|3952|
1101569|Optimal Texture Map Reconstruction from Multiple Views|2001|838|0|
1102049|Fusions et acquisitions transfrontalières des années 1990|2005|0|20872|
1102089|ChemInform Abstract: Conductivity, Thermal Measurements, X-Ray Investigations, and Phase Diagram of the Na2S2O7-K2S2 O7 System.|2010|0|13179|
1102464|Management of lymphatic malformations and macroglossia: Results of a national treatment survey|2009|0|3383|Lymphatic malformation; Lymphangioma; Cystic hygroma; Macroglossia
1102497||2003|0|3692|
1102980|Exhaustible Resources and Industrial Structure: A Nash-Cournot Approach to the World Oil Market|1976|0|4915|besides oil have market structures "intermediate between monopoly and
1103339|Human monoclonal antibodies produced in transgenic BABκ,λ mice recognising idiotypic immunoglobulins of human lymphoma cells|2004|0|6686|Monoclonal Abs; Human anti-idiotypes; Transgenic mice; Immunotherapy lymphoma
1103804||2007|0|8156|
1103857|Metabolic mapping of the brain's response to visual stimulation: studies in humans|1981|0|248|
1104164|50Gb/s 3.3V logic ICs in InP-HBT technology|2004|3008|0|
1104184||2009|0|8156|
1104385|Interactive Transfer Function Modification For Volume Rendering Using Compressed Sample Runs|2003|565|0|
1104952|Using Model-Based Testing to Assess Smart Card Interoperability Conformance|0|0|0|
1105327|Decision Graphs - An Extension of Decision Trees|1993|0|0|
1105676|Proteins with the potential to protect plants from Al3+ toxicity|1988|0|1445|
1106310||2010|0|5524|
1106983|Dew Point and Relative-Humidity Smart Measuring System|2006|0|5353|Calibration; dew-point (DP) measurement; intelligent control; optical detection; relative humidity (RH); virtual instrumentation
1107415|Kondo effect in Y1-xPrxBa2Cu3O7|1996|0|8389|
1107579|Statistics as a Second Language? A Model for Predicting Performance in Psychology Students|1993|0|9570|
1107690|AC losses of HTS tapes and bundles with de-coupling barriers|1999|0|8421|I. I NTRODUCTION
1108153||2000|0|0|
1108563|Dimethyl Phosphate:  Stereoelectronic versus Environmental Effects|1999|0|2169|
1108586|Inclusive measurements of inelastic electron and positron scattering from unpolarized hydrogen and deuterium targets|2011|0|8457|Keywords: Lepton-Nucleon Scattering
1108609|Why the Law of Effect will not Go Away|1975|0|9831|
1109074|SVM and Boosting: One Class|0|0|0|
1109098|Existence of solutions to (k, n - k - 2) boundary value problems|1999|0|796|Boundary value problem; Existence of solution; Green's function; Operator equation; Fixed point
1109273|Killer-cell Immunoglobulin-like Receptor (KIR) Nomenclature Report, 2002|2003|0|6633|
1109293|Loss-of-function variants in the filaggrin gene are a significant risk factor for peanut allergy|2011|0|3443|
1109293|Loss-of-function variants in the filaggrin gene are a significant risk factor for peanut allergy|2011|0|3443|
1109569|Instantons and wormholes in Minkowski and (A)dS spaces|2002|0|8528|
1109711|The Fantasy of a First-Person Science|2001|0|0|
1109740|Adolescent idolization of pop singers: Causes, expressions, and reliance|1996|0|9835|
1110180|PPP Strikes Back: Aggregation and the Real Exchange Rate|2003|0|0|Purchasing power parity , Exchange rates , Economic models ,
1110379|Neighborhood Effects on Belief Formation and the Distribution of Education and Income.|1994|0|0|EDUCATION;INCOME DISTRIBUTION;WELFARE ECONOMICS
1110654|Multiagent Learning for Open Systems: A Study in Opponent Classification|2002|776|0|
1111039|A Tabular Survey of Automated Table Processing|1999|1034|0|
1111156|History and current research in the field of radiochemistry at Maria Curie-Skłodowska University|2011|0|1878|
1111156|History and current research in the field of radiochemistry at Maria Curie-Skłodowska University|2011|0|1878|
1111248|Systematic survey on heavy-residue production in fragmentation reactions|2002|0|0|Particle and resonance production, Spallation reactions, <sup>2</sup>H-induced reactions, 190<=A<=219
1111386|On the Design of a 4×4 Nonblocking Nanophotonic Switch for Photonic Networks on Chip|0|0|0|
1111769|M'ethodes interactives guid'ees par l'analyse du paysage en optimisation combinatoire multi-objectif|2008|0|0|
1111780|A shortest path approach to wireframe to solid model conversion|1995|1573|0|
1111917|The economics of immediate gratification|2000|0|9726|
1112254||2010|0|6891|
1112256|Pattern formation experiments in mobile actuator and sensor|2005|2821|0|Mobile sensor networks; iterative control; lead-follower formation; mobile robotics; pattern formation
1112303|Optical microscopy system for 3D dynamic imaging|1996|0|0|
1112765|Philosophy of Computing and Information - 5 Questions|0|0|0|
1113065|Comments on Rorty|1982|0|965|
1113105|E-learning in tourism and hospitality: A map|2009|0|-1|Keywords: e-learning; tourism; hospitality; training; online courses
1113105|E-learning in tourism and hospitality: A map|2009|0|-1|Keywords: e-learning; tourism; hospitality; training; online courses
1113120|Defect Analysis and a New Fault Model for Multi-port SRAMs|2001|629|0|
1113127|Revisiting 1-copy equivalence in clustered databases|2006|324|0|
1113127|Revisiting 1-copy equivalence in clustered databases|2006|324|0|
1113415|Efficient path planning in changing environments|2007|2821|0|
1114058|In vivo translational efficiency of different hepatitis C virus 5'-UTRs|1997|0|1601|
1114058|In vivo translational efficiency of different hepatitis C virus 5'-UTRs|1997|0|1601|
1114156|Uniform Access to Internet Directory Services|1990|0|294|
1114808|Video games help boys get a head start|1994|0|0|
1115376|From form to function: Crystallization of active pharmaceutical ingredients|2008|0|1875|Keywords: crystallization, pharmaceutical, polymorph, API process development, crystal shape, crystal size, milling
1115423|Switchlets and Dynamic Virtual ATM Networks|1997|1181|0|
1115678|Three-Dimensional Web-Based Algorithm Animations|0|0|0|
1116249|Charge balance control schemes for cascade multilevel converter in hybrid electric vehicles|2002|0|5352|Index Terms—Cascade inverter, hybrid electric vehicle, motor drive, multilevel converter, multilevel inverter.
1116781|Energy position and participation of the rare-earth element 5p-states in chemical interaction|1983|0|8576|
1116797|Hypoxia alters the adhesive properties of lymphatic endothelial cells. A transcriptional and functional study|2007|0|7572|Lymphatic; Hypoxia; Adhesion; Endothelium; Gene Expression
1117109|Relations between the logic of theory change and nonmonotonic logic|1989|1324|0|
1117134|Parallel 3D PML-FDTD simulation of GPR on dispersive, inhomogeneous and conductive media|1997|4304|0|
1117216|Developing a Generic Augmented-Reality Interface|2002|0|11|
